Dataset , TrainingReleases , %DataTraining , %DefectiveTraining , %DefectiveTesting , Classifier , Balancing , FeatureSelection , TP , FP , TN , FN , Precision , Recall  , AUC , Kappa 
OpenJPABugginess.arff,7,26,2,2,NaiveBayes,UnderSampling,BestFirst,30.0,153.0,2039.0,20.0,0.16393442622950818,0.6,0.8704197080291971,0.2305558972080169
OpenJPABugginess.arff,7,26,2,2,RandomForest,UnderSampling,BestFirst,39.0,435.0,1757.0,11.0,0.08227848101265822,0.78,0.86,0.11306997998949776
OpenJPABugginess.arff,7,26,2,2,IBk,UnderSampling,BestFirst,37.0,509.0,1683.0,13.0,0.06776556776556776,0.74,0.7341012773722628,0.08684864298020047
OpenJPABugginess.arff,7,26,2,2,NaiveBayes,OverSampling,BestFirst,31.0,143.0,2049.0,19.0,0.1781609195402299,0.62,0.8697308394160584,0.25082919423771866
OpenJPABugginess.arff,7,26,2,2,RandomForest,OverSampling,BestFirst,18.0,32.0,2160.0,32.0,0.36,0.36,0.8600136861313868,0.34540145985401516
OpenJPABugginess.arff,7,26,2,2,IBk,OverSampling,BestFirst,18.0,108.0,2084.0,32.0,0.14285714285714285,0.36,0.8284215328467154,0.17830739910783475
OpenJPABugginess.arff,7,26,2,2,NaiveBayes,Smote,BestFirst,29.0,161.0,2031.0,21.0,0.15263157894736842,0.58,0.8681751824817519,0.2139092240117138
OpenJPABugginess.arff,7,26,2,2,RandomForest,Smote,BestFirst,17.0,24.0,2168.0,33.0,0.4146341463414634,0.34,0.875036496350365,0.3607807044747442
OpenJPABugginess.arff,7,26,2,2,IBk,Smote,BestFirst,17.0,77.0,2115.0,33.0,0.18085106382978725,0.34,0.8315237226277372,0.21320282790127906
OpenJPABugginess.arff,8,32,2,3,NaiveBayes,None,None,38.0,93.0,2171.0,35.0,0.2900763358778626,0.5205479452054794,0.8773052906723462,0.3463251329700061
OpenJPABugginess.arff,8,32,2,3,RandomForest,None,None,33.0,17.0,2247.0,40.0,0.66,0.4520547945205479,0.9332373299772496,0.5245099963948004
OpenJPABugginess.arff,8,32,2,3,IBk,None,None,33.0,17.0,2247.0,40.0,0.66,0.4520547945205479,0.7236041192700517,0.5245099963948004
OpenJPABugginess.arff,8,32,2,3,NaiveBayes,UnderSampling,None,39.0,120.0,2144.0,34.0,0.24528301886792453,0.5342465753424658,0.850903359310712,0.30651482744667363
OpenJPABugginess.arff,8,32,2,3,RandomForest,UnderSampling,None,64.0,319.0,1945.0,9.0,0.1671018276762402,0.8767123287671232,0.9389218984461978,0.24086856798784642
OpenJPABugginess.arff,8,32,2,3,IBk,UnderSampling,None,67.0,449.0,1815.0,6.0,0.1298449612403101,0.9178082191780822,0.8610109395420882,0.18277732817792153
OpenJPABugginess.arff,8,32,2,3,NaiveBayes,OverSampling,None,42.0,106.0,2158.0,31.0,0.28378378378378377,0.5753424657534246,0.913179485938332,0.3530227191438548
OpenJPABugginess.arff,8,32,2,3,RandomForest,OverSampling,None,39.0,33.0,2231.0,34.0,0.5416666666666666,0.5342465753424658,0.8702532794423737,0.523138207965209
OpenJPABugginess.arff,8,32,2,3,IBk,OverSampling,None,39.0,30.0,2234.0,34.0,0.5652173913043478,0.5342465753424658,0.7526138728883296,0.535185530486668
OpenJPABugginess.arff,8,32,2,3,NaiveBayes,Smote,None,42.0,107.0,2157.0,31.0,0.28187919463087246,0.5753424657534246,0.8800764799845103,0.3511728966321974
OpenJPABugginess.arff,8,32,2,3,RandomForest,Smote,None,33.0,17.0,2247.0,40.0,0.66,0.4520547945205479,0.9312043177307711,0.5245099963948004
OpenJPABugginess.arff,8,32,2,3,IBk,Smote,None,33.0,17.0,2247.0,40.0,0.66,0.4520547945205479,0.7236041192700517,0.5245099963948004
OpenJPABugginess.arff,8,32,2,3,NaiveBayes,None,BestFirst,33.0,83.0,2181.0,40.0,0.28448275862068967,0.4520547945205479,0.8661055714216565,0.3232577685594344
OpenJPABugginess.arff,8,32,2,3,RandomForest,None,BestFirst,29.0,9.0,2255.0,44.0,0.7631578947368421,0.3972602739726027,0.9074828162060119,0.5120874186063912
OpenJPABugginess.arff,8,32,2,3,IBk,None,BestFirst,31.0,15.0,2249.0,42.0,0.6739130434782609,0.4246575342465753,0.8616371799215838,0.5091548231860774
OpenJPABugginess.arff,8,32,2,3,NaiveBayes,UnderSampling,BestFirst,41.0,127.0,2137.0,32.0,0.24404761904761904,0.5616438356164384,0.8645777869209545,0.3102086732790166
OpenJPABugginess.arff,8,32,2,3,RandomForest,UnderSampling,BestFirst,65.0,446.0,1818.0,8.0,0.12720156555772993,0.8904109589041096,0.9274075463478387,0.17764970136459252
OpenJPABugginess.arff,8,32,2,3,IBk,UnderSampling,BestFirst,60.0,497.0,1767.0,13.0,0.10771992818671454,0.821917808219178,0.8004683188924924,0.1431486109154067
OpenJPABugginess.arff,8,32,2,3,NaiveBayes,OverSampling,BestFirst,41.0,121.0,2143.0,32.0,0.25308641975308643,0.5616438356164384,0.8653946221985576,0.31963512024705854
OpenJPABugginess.arff,8,32,2,3,RandomForest,OverSampling,BestFirst,36.0,35.0,2229.0,37.0,0.5070422535211268,0.4931506849315068,0.9125471949271504,0.484109123687003
OpenJPABugginess.arff,8,32,2,3,IBk,OverSampling,BestFirst,39.0,51.0,2213.0,34.0,0.43333333333333335,0.5342465753424658,0.8301557432595963,0.4598970611026379
OpenJPABugginess.arff,8,32,2,3,NaiveBayes,Smote,BestFirst,41.0,146.0,2118.0,32.0,0.2192513368983957,0.5616438356164384,0.8633253061619633,0.28317577604003313
OpenJPABugginess.arff,8,32,2,3,RandomForest,Smote,BestFirst,30.0,13.0,2251.0,43.0,0.6976744186046512,0.410958904109589,0.9114883343821095,0.5057965213319539
OpenJPABugginess.arff,8,32,2,3,IBk,Smote,BestFirst,31.0,16.0,2248.0,42.0,0.6595744680851063,0.4246575342465753,0.8614193571808897,0.5045434939943994
OpenJPABugginess.arff,9,39,2,2,NaiveBayes,None,None,33.0,114.0,2250.0,33.0,0.22448979591836735,0.5,0.9050979336512331,0.28297864652960963
OpenJPABugginess.arff,9,39,2,2,RandomForest,None,None,27.0,44.0,2320.0,39.0,0.38028169014084506,0.4090909090909091,0.8903566118033123,0.3766110935964231
OpenJPABugginess.arff,9,39,2,2,IBk,None,None,27.0,50.0,2314.0,39.0,0.35064935064935066,0.4090909090909091,0.6942201199815413,0.35886946158908545
OpenJPABugginess.arff,9,39,2,2,NaiveBayes,UnderSampling,None,33.0,116.0,2248.0,33.0,0.2214765100671141,0.5,0.8953718658667897,0.2798668210079118
OpenJPABugginess.arff,9,39,2,2,RandomForest,UnderSampling,None,50.0,378.0,1986.0,16.0,0.11682242990654206,0.7575757575757576,0.8638446649233451,0.16303880327714104
OpenJPABugginess.arff,9,39,2,2,IBk,UnderSampling,None,49.0,467.0,1897.0,17.0,0.09496124031007752,0.7424242424242424,0.7780565810388146,0.12630706281924403
OpenJPABugginess.arff,9,39,2,2,NaiveBayes,OverSampling,None,33.0,126.0,2238.0,33.0,0.20754716981132076,0.5,0.8962980054350612,0.2651237632236641
OpenJPABugginess.arff,9,39,2,2,RandomForest,OverSampling,None,29.0,65.0,2299.0,37.0,0.30851063829787234,0.4393939393939394,0.8477990565554018,0.3414844098705601
OpenJPABugginess.arff,9,39,2,2,IBk,OverSampling,None,29.0,67.0,2297.0,37.0,0.3020833333333333,0.4393939393939394,0.7078814797723427,0.33667202116602013
OpenJPABugginess.arff,9,39,2,2,NaiveBayes,Smote,None,38.0,121.0,2243.0,28.0,0.2389937106918239,0.5757575757575758,0.9043833000051275,0.31134239446745865
OpenJPABugginess.arff,9,39,2,2,RandomForest,Smote,None,27.0,45.0,2319.0,39.0,0.375,0.4090909090909091,0.8871135209967698,0.37354988399071953
OpenJPABugginess.arff,9,39,2,2,IBk,Smote,None,27.0,50.0,2314.0,39.0,0.35064935064935066,0.4090909090909091,0.6942201199815413,0.35886946158908545
OpenJPABugginess.arff,9,39,2,2,NaiveBayes,None,BestFirst,32.0,97.0,2267.0,34.0,0.24806201550387597,0.48484848484848486,0.8945226375429421,0.30316403325584124
OpenJPABugginess.arff,9,39,2,2,RandomForest,None,BestFirst,16.0,28.0,2336.0,50.0,0.36363636363636365,0.24242424242424243,0.8522919550838333,0.275159469505759
OpenJPABugginess.arff,9,39,2,2,IBk,None,BestFirst,16.0,37.0,2327.0,50.0,0.3018867924528302,0.24242424242424243,0.8586211095728862,0.25078143273299514
OpenJPABugginess.arff,9,39,2,2,NaiveBayes,UnderSampling,BestFirst,38.0,132.0,2232.0,28.0,0.2235294117647059,0.5757575757575758,0.8950385838076194,0.2944250871080132
OpenJPABugginess.arff,9,39,2,2,RandomForest,UnderSampling,BestFirst,51.0,504.0,1860.0,15.0,0.0918918918918919,0.7727272727272727,0.8687637799312926,0.1216072212123111
OpenJPABugginess.arff,9,39,2,2,IBk,UnderSampling,BestFirst,52.0,546.0,1818.0,14.0,0.08695652173913043,0.7878787878787878,0.7847702917499871,0.11324502275535273
OpenJPABugginess.arff,9,39,2,2,NaiveBayes,OverSampling,BestFirst,40.0,158.0,2206.0,26.0,0.20202020202020202,0.6060606060606061,0.8914750294826437,0.2734292734292737
OpenJPABugginess.arff,9,39,2,2,RandomForest,OverSampling,BestFirst,23.0,119.0,2245.0,43.0,0.1619718309859155,0.3484848484848485,0.8377397067117879,0.1911583411410817
OpenJPABugginess.arff,9,39,2,2,IBk,OverSampling,BestFirst,23.0,138.0,2226.0,43.0,0.14285714285714285,0.3484848484848485,0.8270362251961236,0.17069224938626296
OpenJPABugginess.arff,9,39,2,2,NaiveBayes,Smote,BestFirst,39.0,166.0,2198.0,27.0,0.1902439024390244,0.5909090909090909,0.8923370763472286,0.25730438500641395
OpenJPABugginess.arff,9,39,2,2,RandomForest,Smote,BestFirst,16.0,31.0,2333.0,50.0,0.3404255319148936,0.24242424242424243,0.8372141465415577,0.26661599338266473
OpenJPABugginess.arff,9,39,2,2,IBk,Smote,BestFirst,16.0,43.0,2321.0,50.0,0.2711864406779661,0.24242424242424243,0.8573552786750757,0.23642224339611115
OpenJPABugginess.arff,10,45,2,3,NaiveBayes,None,None,42.0,149.0,2220.0,32.0,0.2198952879581152,0.5675675675675675,0.8783641176000822,0.2857959675478537
OpenJPABugginess.arff,10,45,2,3,RandomForest,None,None,30.0,23.0,2346.0,44.0,0.5660377358490566,0.40540540540540543,0.9404355812122802,0.45875727885667955
OpenJPABugginess.arff,10,45,2,3,IBk,None,None,25.0,27.0,2342.0,49.0,0.4807692307692308,0.33783783783783783,0.6645123384253819,0.3813582476459558
OpenJPABugginess.arff,10,45,2,3,NaiveBayes,UnderSampling,None,49.0,242.0,2127.0,25.0,0.16838487972508592,0.6621621621621622,0.8665875668830502,0.2313690231397302
OpenJPABugginess.arff,10,45,2,3,RandomForest,UnderSampling,None,62.0,466.0,1903.0,12.0,0.11742424242424243,0.8378378378378378,0.9181859149144924,0.16142277934884536
OpenJPABugginess.arff,10,45,2,3,IBk,UnderSampling,None,52.0,654.0,1715.0,22.0,0.07365439093484419,0.7027027027027027,0.713318426066421,0.08305368195921053
OpenJPABugginess.arff,10,45,2,3,NaiveBayes,OverSampling,None,47.0,162.0,2207.0,27.0,0.22488038277511962,0.6351351351351351,0.9023307816047369,0.3008765408358408
OpenJPABugginess.arff,10,45,2,3,RandomForest,OverSampling,None,38.0,55.0,2314.0,36.0,0.40860215053763443,0.5135135135135135,0.8896244281427903,0.43606440107859323
OpenJPABugginess.arff,10,45,2,3,IBk,OverSampling,None,30.0,43.0,2326.0,44.0,0.410958904109589,0.40540540540540543,0.7201493388703182,0.3898058377856948
OpenJPABugginess.arff,10,45,2,3,NaiveBayes,Smote,None,46.0,156.0,2213.0,28.0,0.22772277227722773,0.6216216216216216,0.8821261109146292,0.3024029597809966
OpenJPABugginess.arff,10,45,2,3,RandomForest,Smote,None,31.0,25.0,2344.0,43.0,0.5535714285714286,0.4189189189189189,0.9367505961005328,0.46290680305979137
OpenJPABugginess.arff,10,45,2,3,IBk,Smote,None,25.0,28.0,2341.0,49.0,0.4716981132075472,0.33783783783783783,0.6643041310622568,0.37797478316364447
OpenJPABugginess.arff,10,45,2,3,NaiveBayes,None,BestFirst,30.0,80.0,2289.0,44.0,0.2727272727272727,0.40540540540540543,0.8467850501408964,0.30076263987886437
OpenJPABugginess.arff,10,45,2,3,RandomForest,None,BestFirst,23.0,43.0,2326.0,51.0,0.3484848484848485,0.3108108108108108,0.8534163120486463,0.30883185052309586
OpenJPABugginess.arff,10,45,2,3,IBk,None,BestFirst,20.0,46.0,2323.0,54.0,0.30303030303030304,0.2702702702702703,0.8445232907031134,0.26471473459903827
OpenJPABugginess.arff,10,45,2,3,NaiveBayes,UnderSampling,BestFirst,44.0,188.0,2181.0,30.0,0.1896551724137931,0.5945945945945946,0.8471843519331911,0.2532843911152485
OpenJPABugginess.arff,10,45,2,3,RandomForest,UnderSampling,BestFirst,61.0,529.0,1840.0,13.0,0.10338983050847457,0.8243243243243243,0.8765815203130526,0.13729580827087276
OpenJPABugginess.arff,10,45,2,3,IBk,UnderSampling,BestFirst,58.0,568.0,1801.0,16.0,0.0926517571884984,0.7837837837837838,0.8015184876729833,0.11792621975798978
OpenJPABugginess.arff,10,45,2,3,NaiveBayes,OverSampling,BestFirst,44.0,179.0,2190.0,30.0,0.19730941704035873,0.5945945945945946,0.8473640377397237,0.2627615811899782
OpenJPABugginess.arff,10,45,2,3,RandomForest,OverSampling,BestFirst,36.0,199.0,2170.0,38.0,0.15319148936170213,0.4864864864864865,0.8265604143611742,0.19596532182022955
OpenJPABugginess.arff,10,45,2,3,IBk,OverSampling,BestFirst,32.0,198.0,2171.0,42.0,0.1391304347826087,0.43243243243243246,0.8325699063352081,0.17260298716400063
OpenJPABugginess.arff,10,45,2,3,NaiveBayes,Smote,BestFirst,36.0,140.0,2229.0,38.0,0.20454545454545456,0.4864864864864865,0.8427378412604246,0.2562809773183606
OpenJPABugginess.arff,10,45,2,3,RandomForest,Smote,BestFirst,24.0,46.0,2323.0,50.0,0.34285714285714286,0.32432432432432434,0.856653508721892,0.3131048056421183
OpenJPABugginess.arff,10,45,2,3,IBk,Smote,BestFirst,20.0,49.0,2320.0,54.0,0.2898550724637681,0.2702702702702703,0.8446402290851426,0.2580314150328624
OpenJPABugginess.arff,11,52,2,3,NaiveBayes,None,None,62.0,147.0,2887.0,60.0,0.2966507177033493,0.5081967213114754,0.9070344835038957,0.34252646833863337
OpenJPABugginess.arff,11,52,2,3,RandomForest,None,None,46.0,27.0,3007.0,76.0,0.6301369863013698,0.3770491803278688,0.9470954861298724,0.45605145848114503
OpenJPABugginess.arff,11,52,2,3,IBk,None,None,48.0,33.0,3001.0,74.0,0.5925925925925926,0.39344262295081966,0.7000794276883842,0.45612848363032066
OpenJPABugginess.arff,11,52,2,3,NaiveBayes,UnderSampling,None,68.0,185.0,2849.0,54.0,0.26877470355731226,0.5573770491803278,0.8952824275695127,0.3275935844131766
OpenJPABugginess.arff,11,52,2,3,RandomForest,UnderSampling,None,100.0,470.0,2564.0,22.0,0.17543859649122806,0.819672131147541,0.9094011044230956,0.2406605401218266
OpenJPABugginess.arff,11,52,2,3,IBk,UnderSampling,None,99.0,521.0,2513.0,23.0,0.1596774193548387,0.8114754098360656,0.8201881409598323,0.21621276145050056
OpenJPABugginess.arff,11,52,2,3,NaiveBayes,OverSampling,None,69.0,177.0,2857.0,53.0,0.2804878048780488,0.5655737704918032,0.9190458951554513,0.34093831034407635
OpenJPABugginess.arff,11,52,2,3,RandomForest,OverSampling,None,63.0,96.0,2938.0,59.0,0.39622641509433965,0.5163934426229508,0.886546732658288,0.42316400169803375
OpenJPABugginess.arff,11,52,2,3,IBk,OverSampling,None,59.0,40.0,2994.0,63.0,0.5959595959595959,0.48360655737704916,0.7619533267773971,0.517216182498663
OpenJPABugginess.arff,11,52,2,3,NaiveBayes,Smote,None,65.0,153.0,2881.0,57.0,0.2981651376146789,0.5327868852459017,0.9136075299609886,0.3501384520046131
OpenJPABugginess.arff,11,52,2,3,RandomForest,Smote,None,46.0,27.0,3007.0,76.0,0.6301369863013698,0.3770491803278688,0.9578884662351276,0.45605145848114503
OpenJPABugginess.arff,11,52,2,3,IBk,Smote,None,48.0,35.0,2999.0,74.0,0.5783132530120482,0.39344262295081966,0.6997498297978106,0.45111116784314803
OpenJPABugginess.arff,11,52,2,3,NaiveBayes,None,BestFirst,54.0,71.0,2963.0,68.0,0.432,0.4426229508196721,0.8715621859364362,0.414332097961102
OpenJPABugginess.arff,11,52,2,3,RandomForest,None,BestFirst,35.0,27.0,3007.0,87.0,0.5645161290322581,0.28688524590163933,0.8426156564401267,0.36386268158479074
OpenJPABugginess.arff,11,52,2,3,IBk,None,BestFirst,34.0,27.0,3007.0,88.0,0.5573770491803278,0.2786885245901639,0.8659320055761479,0.35496139792131676
OpenJPABugginess.arff,11,52,2,3,NaiveBayes,UnderSampling,BestFirst,69.0,125.0,2909.0,53.0,0.3556701030927835,0.5655737704918032,0.8719903930319765,0.40864036380479163
OpenJPABugginess.arff,11,52,2,3,RandomForest,UnderSampling,BestFirst,97.0,655.0,2379.0,25.0,0.12898936170212766,0.7950819672131147,0.8426197088732075,0.16652426388116437
OpenJPABugginess.arff,11,52,2,3,IBk,UnderSampling,BestFirst,96.0,679.0,2355.0,26.0,0.12387096774193548,0.7868852459016393,0.7822073873153441,0.15778898885318987
OpenJPABugginess.arff,11,52,2,3,NaiveBayes,OverSampling,BestFirst,68.0,128.0,2906.0,54.0,0.3469387755102041,0.5573770491803278,0.8709664782735554,0.3990357654030624
OpenJPABugginess.arff,11,52,2,3,RandomForest,OverSampling,BestFirst,50.0,218.0,2816.0,72.0,0.1865671641791045,0.4098360655737705,0.8240311983314782,0.21468825721954105
OpenJPABugginess.arff,11,52,2,3,IBk,OverSampling,BestFirst,55.0,223.0,2811.0,67.0,0.19784172661870503,0.45081967213114754,0.8619079395268919,0.23383181200233022
OpenJPABugginess.arff,11,52,2,3,NaiveBayes,Smote,BestFirst,61.0,89.0,2945.0,61.0,0.4066666666666667,0.5,0.873476285161611,0.42396986245363993
OpenJPABugginess.arff,11,52,2,3,RandomForest,Smote,BestFirst,36.0,27.0,3007.0,86.0,0.5714285714285714,0.29508196721311475,0.8425129948020792,0.37267277409549565
OpenJPABugginess.arff,11,52,2,3,IBk,Smote,BestFirst,39.0,32.0,3002.0,83.0,0.5492957746478874,0.319672131147541,0.8688943341582286,0.38670190474902955
OpenJPABugginess.arff,12,60,2,4,NaiveBayes,None,None,94.0,144.0,3276.0,74.0,0.3949579831932773,0.5595238095238095,0.917542119186856,0.43186612045672473
OpenJPABugginess.arff,12,60,2,4,RandomForest,None,None,76.0,45.0,3375.0,92.0,0.628099173553719,0.4523809523809524,0.9245309454191033,0.5066066029895339
OpenJPABugginess.arff,12,60,2,4,IBk,None,None,80.0,50.0,3370.0,88.0,0.6153846153846154,0.47619047619047616,0.7334725703146756,0.5171889260724065
OpenJPABugginess.arff,12,60,2,4,NaiveBayes,UnderSampling,None,103.0,189.0,3231.0,65.0,0.3527397260273973,0.6130952380952381,0.9122241367307157,0.41292786246560115
OpenJPABugginess.arff,12,60,2,4,RandomForest,UnderSampling,None,131.0,396.0,3024.0,37.0,0.24857685009487665,0.7797619047619048,0.8924002715121137,0.32935679542499563
OpenJPABugginess.arff,12,60,2,4,IBk,UnderSampling,None,139.0,655.0,2765.0,29.0,0.17506297229219145,0.8273809523809523,0.8179868072960178,0.22942209294439483
OpenJPABugginess.arff,12,60,2,4,NaiveBayes,OverSampling,None,95.0,148.0,3272.0,73.0,0.39094650205761317,0.5654761904761905,0.9232839042049569,0.4307705560580602
OpenJPABugginess.arff,12,60,2,4,RandomForest,OverSampling,None,91.0,95.0,3325.0,77.0,0.489247311827957,0.5416666666666666,0.8661828181565023,0.4889803056499531
OpenJPABugginess.arff,12,60,2,4,IBk,OverSampling,None,84.0,64.0,3356.0,84.0,0.5675675675675675,0.5,0.7227252158173211,0.5101616116891736
OpenJPABugginess.arff,12,60,2,4,NaiveBayes,Smote,None,96.0,154.0,3266.0,72.0,0.384,0.5714285714285714,0.9222718253968254,0.4272516146530823
OpenJPABugginess.arff,12,60,2,4,RandomForest,Smote,None,75.0,44.0,3376.0,93.0,0.6302521008403361,0.44642857142857145,0.9233395989974937,0.5033644111977306
OpenJPABugginess.arff,12,60,2,4,IBk,Smote,None,81.0,51.0,3369.0,87.0,0.6136363636363636,0.48214285714285715,0.7362703634085213,0.5202316171340868
OpenJPABugginess.arff,12,60,2,4,NaiveBayes,None,BestFirst,81.0,82.0,3338.0,87.0,0.49693251533742333,0.48214285714285715,0.9117359370648844,0.46474233356284095
OpenJPABugginess.arff,12,60,2,4,RandomForest,None,BestFirst,60.0,42.0,3378.0,108.0,0.5882352941176471,0.35714285714285715,0.8748276942355889,0.4240696509746515
OpenJPABugginess.arff,12,60,2,4,IBk,None,BestFirst,48.0,44.0,3376.0,120.0,0.5217391304347826,0.2857142857142857,0.8723414438874966,0.34761321909424725
OpenJPABugginess.arff,12,60,2,4,NaiveBayes,UnderSampling,BestFirst,117.0,197.0,3223.0,51.0,0.37261146496815284,0.6964285714285714,0.9116001810080757,0.4520491258146996
OpenJPABugginess.arff,12,60,2,4,RandomForest,UnderSampling,BestFirst,146.0,723.0,2697.0,22.0,0.16800920598388952,0.8690476190476191,0.9066041840712893,0.22040310641827454
OpenJPABugginess.arff,12,60,2,4,IBk,UnderSampling,BestFirst,133.0,654.0,2766.0,35.0,0.16899618805590852,0.7916666666666666,0.8169999651907547,0.21820127585775081
OpenJPABugginess.arff,12,60,2,4,NaiveBayes,OverSampling,BestFirst,104.0,134.0,3286.0,64.0,0.4369747899159664,0.6190476190476191,0.9117437691450849,0.48398849472675026
OpenJPABugginess.arff,12,60,2,4,RandomForest,OverSampling,BestFirst,96.0,269.0,3151.0,72.0,0.26301369863013696,0.5714285714285714,0.8463624338624338,0.31638584751956095
OpenJPABugginess.arff,12,60,2,4,IBk,OverSampling,BestFirst,85.0,266.0,3154.0,83.0,0.24216524216524216,0.5059523809523809,0.8690980924533556,0.28208568106609483
OpenJPABugginess.arff,12,60,2,4,NaiveBayes,Smote,BestFirst,95.0,96.0,3324.0,73.0,0.4973821989528796,0.5654761904761905,0.9128324282929546,0.5045640387085388
OpenJPABugginess.arff,12,60,2,4,RandomForest,Smote,BestFirst,66.0,42.0,3378.0,102.0,0.6111111111111112,0.39285714285714285,0.8712919451406294,0.45841509433962335
OpenJPABugginess.arff,12,60,2,4,IBk,Smote,BestFirst,56.0,48.0,3372.0,112.0,0.5384615384615384,0.3333333333333333,0.8765707671957672,0.3899204244031821
OpenJPABugginess.arff,13,70,3,2,NaiveBayes,None,None,55.0,189.0,3475.0,31.0,0.22540983606557377,0.6395348837209303,0.9219337107748553,0.30993064175613927
OpenJPABugginess.arff,13,70,3,2,RandomForest,None,None,47.0,116.0,3548.0,39.0,0.2883435582822086,0.5465116279069767,0.8933034807555601,0.35824112247353995
OpenJPABugginess.arff,13,70,3,2,IBk,None,None,47.0,129.0,3535.0,39.0,0.26704545454545453,0.5465116279069767,0.7561471768051183,0.3383937460356139
OpenJPABugginess.arff,13,70,3,2,NaiveBayes,UnderSampling,None,56.0,217.0,3447.0,30.0,0.20512820512820512,0.6511627906976745,0.9116101350665177,0.28711284743868604
OpenJPABugginess.arff,13,70,3,2,RandomForest,UnderSampling,None,69.0,606.0,3058.0,17.0,0.10222222222222223,0.8023255813953488,0.8771342160048746,0.14662210289847136
OpenJPABugginess.arff,13,70,3,2,IBk,UnderSampling,None,71.0,889.0,2775.0,15.0,0.07395833333333333,0.8255813953488372,0.7885460038590434,0.09777557766315911
OpenJPABugginess.arff,13,70,3,2,NaiveBayes,OverSampling,None,56.0,205.0,3459.0,30.0,0.21455938697318008,0.6511627906976745,0.9209213466030263,0.2985677649205085
OpenJPABugginess.arff,13,70,3,2,RandomForest,OverSampling,None,49.0,165.0,3499.0,37.0,0.22897196261682243,0.5697674418604651,0.8218477074235808,0.3038912250779277
OpenJPABugginess.arff,13,70,3,2,IBk,OverSampling,None,48.0,148.0,3516.0,38.0,0.24489795918367346,0.5581395348837209,0.7453745430080227,0.31870660722727745
OpenJPABugginess.arff,13,70,3,2,NaiveBayes,Smote,None,60.0,222.0,3442.0,26.0,0.2127659574468085,0.6976744186046512,0.9234363892556109,0.30153751870076934
OpenJPABugginess.arff,13,70,3,2,RandomForest,Smote,None,46.0,118.0,3546.0,40.0,0.2804878048780488,0.5348837209302325,0.894696671575099,0.3483941352172898
OpenJPABugginess.arff,13,70,3,2,IBk,Smote,None,47.0,129.0,3535.0,39.0,0.26704545454545453,0.5465116279069767,0.7560725982532751,0.3383937460356139
OpenJPABugginess.arff,13,70,3,2,NaiveBayes,None,BestFirst,30.0,59.0,3605.0,56.0,0.33707865168539325,0.3488372093023256,0.8359922438306083,0.3271622081249171
OpenJPABugginess.arff,13,70,3,2,RandomForest,None,BestFirst,21.0,28.0,3636.0,65.0,0.42857142857142855,0.2441860465116279,0.8383200467147355,0.29944839721828237
OpenJPABugginess.arff,13,70,3,2,IBk,None,BestFirst,19.0,27.0,3637.0,67.0,0.41304347826086957,0.22093023255813954,0.8273300243729055,0.27631146733239165
OpenJPABugginess.arff,13,70,3,2,NaiveBayes,UnderSampling,BestFirst,63.0,292.0,3372.0,23.0,0.17746478873239438,0.7325581395348837,0.8359922438306083,0.25833024631284185
OpenJPABugginess.arff,13,70,3,2,RandomForest,UnderSampling,BestFirst,63.0,307.0,3357.0,23.0,0.17027027027027028,0.7325581395348837,0.8371918477708947,0.24834179644792206
OpenJPABugginess.arff,13,70,3,2,IBk,UnderSampling,BestFirst,63.0,307.0,3357.0,23.0,0.17027027027027028,0.7325581395348837,0.8364301944754747,0.24834179644792206
OpenJPABugginess.arff,13,70,3,2,NaiveBayes,OverSampling,BestFirst,63.0,292.0,3372.0,23.0,0.17746478873239438,0.7325581395348837,0.8359922438306083,0.25833024631284185
OpenJPABugginess.arff,13,70,3,2,RandomForest,OverSampling,BestFirst,62.0,306.0,3358.0,24.0,0.16847826086956522,0.7209302325581395,0.82649696608104,0.2450604073684545
OpenJPABugginess.arff,13,70,3,2,IBk,OverSampling,BestFirst,63.0,306.0,3358.0,23.0,0.17073170731707318,0.7325581395348837,0.8389976007921194,0.24898738846663776
OpenJPABugginess.arff,13,70,3,2,NaiveBayes,Smote,BestFirst,48.0,111.0,3553.0,38.0,0.3018867924528302,0.5581395348837209,0.8382232532751092,0.37317843128016415
OpenJPABugginess.arff,13,70,3,2,RandomForest,Smote,BestFirst,28.0,58.0,3606.0,58.0,0.32558139534883723,0.32558139534883723,0.8378091042957246,0.30975170102569194
OpenJPABugginess.arff,13,70,3,2,IBk,Smote,BestFirst,29.0,59.0,3605.0,57.0,0.32954545454545453,0.3372093023255814,0.826655643850919,0.31750145913481
OpenJPABugginess.arff,14,80,3,3,NaiveBayes,None,None,67.0,159.0,3437.0,58.0,0.29646017699115046,0.536,0.8905628476084538,0.35381262849409895
OpenJPABugginess.arff,14,80,3,3,RandomForest,None,None,39.0,47.0,3549.0,86.0,0.45348837209302323,0.312,0.8931290322580645,0.3519212813518564
OpenJPABugginess.arff,14,80,3,3,IBk,None,None,39.0,47.0,3549.0,86.0,0.45348837209302323,0.312,0.6496562847608454,0.3519212813518564
OpenJPABugginess.arff,14,80,3,3,NaiveBayes,UnderSampling,None,72.0,205.0,3391.0,53.0,0.259927797833935,0.576,0.8841245828698554,0.3270549673627783
OpenJPABugginess.arff,14,80,3,3,RandomForest,UnderSampling,None,104.0,504.0,3092.0,21.0,0.17105263157894737,0.832,0.897706340378198,0.2414947351827399
