Release ; Filename ; Size ; LocTouched ; NR  ; NFix ; NAuth  ; LocAdded ; MaxLocAdded ; AvgLocAdded ; Churn ; MaxChurn ; AvgChurn ; ChgSetSize ; MaxChgSetSize ; AvgChgSetSize ; Bugginess
3;src\main\java\org\apache\bookkeeper\bookie\LedgerDescriptorImpl.java;73;157;3;1;1;122;113;0.0;87;113;0.0;17;13;10.0;no
3;src\main\java\org\apache\bookkeeper\bookie\LedgerDescriptorReadOnlyImpl.java;47;60;3;1;1;56;53;0.0;52;53;0.0;17;13;10.0;no
3;src\main\java\org\apache\bookkeeper\bookie\MarkerFileChannel.java;124;147;2;0;1;147;147;0.0;147;147;0.0;279;278;169.0;no
3;src\main\java\org\apache\bookkeeper\bookie\ReadOnlyEntryLogger.java;49;60;2;0;1;59;58;0.0;58;58;0.0;26;16;16.0;no
3;src\main\java\org\apache\bookkeeper\bookie\ReadOnlyFileInfo.java;38;44;1;0;1;44;44;0.0;44;44;0.0;15;15;15.0;no
3;src\main\java\org\apache\bookkeeper\client\BKException.java;291;344;10;1;3;335;249;1.0;326;249;1.0;328;278;63.0;no
3;src\main\java\org\apache\bookkeeper\client\CRC32DigestManager.java;47;69;4;0;2;62;50;0.0;55;50;0.0;285;278;129.0;no
3;src\main\java\org\apache\bookkeeper\client\DistributionSchedule.java;81;144;7;1;3;117;61;0.0;90;61;0.0;299;278;81.0;no
3;src\main\java\org\apache\bookkeeper\client\LedgerChecker.java;242;297;4;0;1;285;274;1.0;273;274;1.0;26;21;9.0;no
3;src\main\java\org\apache\bookkeeper\client\LedgerDeleteOp.java;71;131;8;2;4;105;80;0.0;79;80;0.0;328;278;90.0;no
3;src\main\java\org\apache\bookkeeper\client\LedgerEntry.java;70;184;5;0;3;133;83;0.0;82;83;0.0;288;278;122.0;no
3;src\main\java\org\apache\bookkeeper\client\SyncCounter.java;71;87;3;0;2;86;85;0.0;85;85;0.0;285;278;170.0;no
3;src\main\java\org\apache\bookkeeper\conf\ServerConfiguration.java;636;795;17;8;3;757;377;2.0;719;377;2.0;89;44;9.0;yes
3;src\main\java\org\apache\bookkeeper\meta\LedgerLayout.java;213;330;7;0;3;287;204;1.0;244;204;1.0;111;47;28.0;no
3;src\main\java\org\apache\bookkeeper\meta\LedgerManager.java;171;376;4;1;2;284;144;1.0;192;144;0.0;64;47;28.0;no
3;src\main\java\org\apache\bookkeeper\metastore\InMemoryMetaStore.java;63;103;2;0;1;90;81;0.0;77;81;0.0;17;17;11.0;no
3;src\main\java\org\apache\bookkeeper\metastore\InMemoryMetastoreCursor.java;83;110;2;0;1;102;98;0.0;94;98;0.0;17;17;11.0;no
3;src\main\java\org\apache\bookkeeper\metastore\InMemoryMetastoreTable.java;303;397;2;0;1;367;341;1.0;337;341;1.0;17;17;11.0;no
3;src\main\java\org\apache\bookkeeper\metastore\MSException.java;180;214;1;0;1;214;214;0.0;214;214;0.0;17;17;17.0;no
3;src\main\java\org\apache\bookkeeper\metastore\MetaStore.java;71;79;1;0;1;79;79;0.0;79;79;0.0;17;17;17.0;no
3;src\main\java\org\apache\bookkeeper\metastore\MetastoreCallback.java;24;25;1;0;1;25;25;0.0;25;25;0.0;17;17;17.0;no
3;src\main\java\org\apache\bookkeeper\metastore\MetastoreCursor.java;74;84;1;0;1;84;84;0.0;84;84;0.0;17;17;17.0;no
3;src\main\java\org\apache\bookkeeper\metastore\MetastoreException.java;30;34;1;0;1;34;34;0.0;34;34;0.0;17;17;17.0;no
3;src\main\java\org\apache\bookkeeper\metastore\MetastoreFactory.java;29;33;1;0;1;33;33;0.0;33;33;0.0;17;17;17.0;no
3;src\main\java\org\apache\bookkeeper\metastore\MetastoreScannableTable.java;98;104;1;0;1;104;104;0.0;104;104;0.0;17;17;17.0;no
3;src\main\java\org\apache\bookkeeper\metastore\MetastoreTable.java;161;172;1;0;1;172;172;0.0;172;172;0.0;17;17;17.0;no
3;src\main\java\org\apache\bookkeeper\metastore\MetastoreTableItem.java;62;70;1;0;1;70;70;0.0;70;70;0.0;17;17;17.0;no
3;src\main\java\org\apache\bookkeeper\metastore\MetastoreUtils.java;121;140;1;0;1;140;140;0.0;140;140;0.0;5;5;5.0;no
3;src\main\java\org\apache\bookkeeper\metastore\Value.java;137;154;1;0;1;154;154;0.0;154;154;0.0;17;17;17.0;no
3;src\main\java\org\apache\bookkeeper\proto\BKStats.java;219;264;3;2;2;262;236;1.0;260;236;1.0;22;14;13.0;no
3;src\main\java\org\apache\bookkeeper\proto\BookkeeperInternalCallbacks.java;114;148;5;1;4;140;75;0.0;132;75;0.0;303;278;110.0;no
3;src\main\java\org\apache\bookkeeper\proto\DataFormats.java;4086;4140;7;0;2;4114;1493;9.0;4088;1493;9.0;52;21;13.0;no
3;src\main\java\org\apache\bookkeeper\replication\AutoRecoveryMain.java;247;321;7;2;2;301;267;1.0;281;267;1.0;40;21;12.0;yes
3;src\main\java\org\apache\bookkeeper\replication\ReplicationEnableCb.java;50;56;1;0;1;56;56;0.0;56;56;0.0;8;8;8.0;no
3;src\main\java\org\apache\bookkeeper\replication\ReplicationWorker.java;340;575;8;0;1;466;289;1.0;357;289;1.0;24;11;6.0;yes
3;src\main\java\org\apache\bookkeeper\streaming\LedgerInputStream.java;164;194;4;0;2;184;173;0.0;174;173;0.0;288;278;151.0;no
3;src\main\java\org\apache\bookkeeper\streaming\LedgerOutputStream.java;137;168;4;0;2;158;147;0.0;148;147;0.0;288;278;151.0;no
3;src\main\java\org\apache\bookkeeper\util\EntryFormatter.java;65;77;1;0;1;77;77;0.0;77;77;0.0;15;15;15.0;no
3;src\main\java\org\apache\bookkeeper\util\HardLink.java;648;667;2;0;1;666;665;1.0;665;665;1.0;27;26;15.0;no
3;src\main\java\org\apache\bookkeeper\util\IOUtils.java;82;88;2;0;2;88;55;0.0;88;55;0.0;27;21;15.0;no
3;src\main\java\org\apache\bookkeeper\util\Main.java;47;64;4;1;3;59;54;0.0;54;54;0.0;303;278;137.0;no
3;src\main\java\org\apache\bookkeeper\util\MathUtils.java;43;88;5;2;2;73;38;0.0;58;38;0.0;289;278;107.0;no
3;src\main\java\org\apache\bookkeeper\util\ReflectionUtils.java;144;152;2;0;1;152;129;0.0;152;129;0.0;70;47;36.0;no
3;src\main\java\org\apache\bookkeeper\util\SafeRunnable.java;32;59;4;0;2;49;38;0.0;39;38;0.0;288;278;151.0;no
3;src\main\java\org\apache\bookkeeper\util\SnapshotMap.java;120;137;2;0;1;134;132;0.0;131;132;0.0;23;23;15.0;no
3;src\main\java\org\apache\bookkeeper\util\StringEntryFormatter.java;40;47;1;0;1;47;47;0.0;47;47;0.0;15;15;15.0;no
3;src\main\java\org\apache\bookkeeper\util\Tool.java;39;43;1;0;1;43;43;0.0;43;43;0.0;15;15;15.0;no
3;src\main\java\org\apache\bookkeeper\versioning\Versioned.java;38;45;1;0;1;45;45;0.0;45;45;0.0;47;47;47.0;no
3;src\main\java\org\apache\bookkeeper\zookeeper\ZooKeeperWatcherBase.java;84;94;1;0;1;94;94;0.0;94;94;0.0;1;1;1.0;no
3;src\test\java\org\apache\bookkeeper\bookie\BookieAccessor.java;33;35;1;0;1;35;35;0.0;35;35;0.0;13;13;13.0;no
3;src\test\java\org\apache\bookkeeper\client\BookKeeperTestClient.java;64;77;4;0;2;74;61;0.0;71;61;0.0;112;95;42.0;no
3;src\test\java\org\apache\bookkeeper\client\BookieWriteLedgerTest.java;201;234;2;0;2;232;230;1.0;230;230;1.0;80;79;41.0;no
3;src\test\java\org\apache\bookkeeper\client\ClientUtil.java;32;36;2;0;1;36;30;0.0;36;30;0.0;10;6;6.0;no
3;src\test\java\org\apache\bookkeeper\client\LedgerHandleAdapter.java;30;32;1;0;1;32;32;0.0;32;32;0.0;6;6;6.0;no
3;src\test\java\org\apache\bookkeeper\client\LedgerRecoveryTest.java;309;415;10;3;3;387;139;1.0;359;139;1.0;340;278;72.0;no
3;src\test\java\org\apache\bookkeeper\client\TestLedgerChecker.java;388;468;4;0;2;465;371;1.0;462;371;1.0;94;79;27.0;no
3;src\test\java\org\apache\bookkeeper\client\TestLedgerFragmentReplication.java;305;366;5;0;2;353;188;1.0;340;188;1.0;87;79;20.0;no
3;src\test\java\org\apache\bookkeeper\metastore\MetastoreScannableTableAsyncToSyncConverter.java;51;59;1;0;1;59;59;0.0;59;59;0.0;17;17;17.0;no
3;src\test\java\org\apache\bookkeeper\metastore\MetastoreTableAsyncToSyncConverter.java;105;131;1;0;1;131;131;0.0;131;131;0.0;17;17;17.0;no
3;src\test\java\org\apache\bookkeeper\metastore\TestMetaStore.java;538;676;4;0;2;662;649;1.0;648;649;1.0;100;79;28.0;no
3;src\test\java\org\apache\bookkeeper\proto\TestBKStats.java;39;100;5;2;1;93;45;0.0;86;45;0.0;89;79;22.0;no
3;src\test\java\org\apache\bookkeeper\replication\AutoRecoveryMainTest.java;63;69;1;0;1;69;69;0.0;69;69;0.0;7;7;7.0;no
3;src\test\java\org\apache\bookkeeper\replication\BookieLedgerIndexTest.java;205;330;4;0;2;280;233;1.0;230;233;1.0;88;79;24.0;no
3;src\test\java\org\apache\bookkeeper\replication\ReplicationTestUtil.java;54;118;2;0;1;118;59;0.0;118;59;0.0;10;10;10.0;no
3;src\test\java\org\apache\bookkeeper\replication\TestAutoRecoveryAlongWithBookieServers.java;87;198;2;0;1;198;99;0.0;198;99;0.0;10;10;10.0;no
3;src\test\java\org\apache\bookkeeper\replication\TestReplicationWorker.java;481;852;13;1;3;694;431;2.0;536;431;1.0;53;21;9.0;no
3;src\test\java\org\apache\bookkeeper\test\CloseTest.java;81;120;6;1;3;110;74;0.0;100;74;0.0;339;278;116.0;no
3;src\test\java\org\apache\bookkeeper\test\ConditionalSetTest.java;106;128;4;0;2;123;116;0.0;118;116;0.0;168;95;57.0;no
3;src\test\java\org\apache\bookkeeper\test\LedgerCreateDeleteTest.java;66;76;2;0;1;75;74;0.0;74;74;0.0;80;79;41.0;no
3;src\test\java\org\apache\bookkeeper\test\LoopbackClient.java;103;142;6;0;3;131;117;0.0;120;117;0.0;300;278;113.0;no
3;src\test\java\org\apache\bookkeeper\test\MultiLedgerManagerMultiDigestTestCase.java;55;64;2;0;1;64;63;0.0;64;63;0.0;50;47;29.0;no
3;src\test\java\org\apache\bookkeeper\test\MultiLedgerManagerTestCase.java;49;56;2;0;1;56;55;0.0;56;55;0.0;50;47;29.0;no
3;src\test\java\org\apache\bookkeeper\test\PortManager.java;52;55;1;0;1;55;55;0.0;55;55;0.0;31;31;31.0;no
3;src\test\java\org\apache\bookkeeper\util\TestUtils.java;48;52;1;0;1;52;52;0.0;52;52;0.0;1;1;1.0;no
3;src\main\java\org\apache\hedwig\client\HedwigClient.java;64;72;1;0;1;72;72;0.0;72;72;0.0;30;30;30.0;yes
3;src\main\java\org\apache\hedwig\client\api\Client.java;40;42;1;0;1;42;42;0.0;42;42;0.0;30;30;30.0;yes
3;src\main\java\org\apache\hedwig\client\api\MessageHandler.java;44;64;3;0;2;56;48;0.0;48;48;0.0;286;278;160.0;yes
3;src\main\java\org\apache\hedwig\client\api\Publisher.java;83;101;4;1;3;95;63;0.0;89;63;0.0;290;278;121.0;yes
3;src\main\java\org\apache\hedwig\client\api\Subscriber.java;360;432;8;2;4;406;237;1.0;380;237;1.0;295;278;67.0;yes
3;src\main\java\org\apache\hedwig\client\benchmark\BenchmarkPublisher.java;116;160;6;3;4;150;133;0.0;140;133;0.0;294;278;92.0;yes
3;src\main\java\org\apache\hedwig\client\benchmark\BenchmarkSubscriber.java;117;180;8;3;4;162;136;0.0;144;136;0.0;305;278;86.0;yes
3;src\main\java\org\apache\hedwig\client\benchmark\BenchmarkUtils.java;165;220;6;3;4;206;176;0.0;192;176;0.0;295;278;103.0;yes
3;src\main\java\org\apache\hedwig\client\benchmark\BenchmarkWorker.java;41;48;2;0;2;47;46;0.0;46;46;0.0;284;278;225.0;yes
3;src\main\java\org\apache\hedwig\client\benchmark\HedwigBenchmark.java;133;227;6;1;3;196;127;0.0;165;127;0.0;293;278;98.0;yes
3;src\main\java\org\apache\hedwig\client\conf\ClientConfiguration.java;149;183;6;0;3;177;148;0.0;171;148;0.0;300;278;102.0;yes
3;src\main\java\org\apache\hedwig\client\data\MessageConsumeData.java;51;82;3;0;3;69;58;0.0;56;58;0.0;302;278;161.0;yes
3;src\main\java\org\apache\hedwig\client\data\PubSubData.java;162;213;6;2;4;196;149;0.0;179;149;0.0;298;278;88.0;yes
3;src\main\java\org\apache\hedwig\client\data\TopicSubscriber.java;64;82;2;0;2;78;74;0.0;74;74;0.0;284;278;225.0;yes
3;src\main\java\org\apache\hedwig\client\exceptions\AlreadyStartDeliveryException.java;31;36;1;0;1;36;36;0.0;36;36;0.0;1;1;1.0;yes
3;src\main\java\org\apache\hedwig\client\exceptions\InvalidSubscriberIdException.java;32;37;1;0;1;37;37;0.0;37;37;0.0;278;278;278.0;yes
3;src\main\java\org\apache\hedwig\client\exceptions\NoResponseHandlerException.java;31;34;1;0;1;34;34;0.0;34;34;0.0;8;8;8.0;yes
3;src\main\java\org\apache\hedwig\client\exceptions\ResubscribeException.java;30;34;1;0;1;34;34;0.0;34;34;0.0;16;16;16.0;yes
3;src\main\java\org\apache\hedwig\client\exceptions\ServerRedirectLoopException.java;33;42;2;0;2;40;38;0.0;38;38;0.0;284;278;225.0;yes
3;src\main\java\org\apache\hedwig\client\exceptions\TooManyServerRedirectsException.java;34;41;2;0;2;40;39;0.0;39;39;0.0;284;278;225.0;yes
3;src\main\java\org\apache\hedwig\client\handlers\AbstractResponseHandler.java;140;156;1;0;1;156;156;0.0;156;156;0.0;33;33;33.0;yes
3;src\main\java\org\apache\hedwig\client\handlers\CloseSubscriptionResponseHandler.java;77;84;1;0;1;84;84;0.0;84;84;0.0;16;16;16.0;yes
3;src\main\java\org\apache\hedwig\client\handlers\MessageConsumeCallback.java;100;247;7;1;4;182;95;0.0;117;95;0.0;318;278;94.0;yes
3;src\main\java\org\apache\hedwig\client\handlers\PubSubCallback.java;81;114;5;0;3;104;87;0.0;94;87;0.0;299;278;123.0;yes
3;src\main\java\org\apache\hedwig\client\handlers\PublishResponseHandler.java;65;121;6;0;4;96;70;0.0;71;70;0.0;309;278;106.0;yes
3;src\main\java\org\apache\hedwig\client\handlers\SubscribeResponseHandler.java;167;1055;14;5;4;619;329;1.0;183;329;0.0;340;278;56.0;yes
3;src\main\java\org\apache\hedwig\client\handlers\UnsubscribeResponseHandler.java;78;153;6;0;4;119;83;0.0;85;83;0.0;309;278;106.0;yes
3;src\main\java\org\apache\hedwig\client\netty\CleanupChannelMap.java;170;183;2;1;1;183;139;0.0;183;139;0.0;44;33;25.0;yes
3;src\main\java\org\apache\hedwig\client\netty\FilterableMessageHandler.java;60;72;2;0;1;71;70;0.0;70;70;0.0;48;33;26.0;yes
3;src\main\java\org\apache\hedwig\client\netty\HChannel.java;48;54;1;0;1;54;54;0.0;54;54;0.0;33;33;33.0;yes
3;src\main\java\org\apache\hedwig\client\netty\HChannelManager.java;144;160;1;0;1;160;160;0.0;160;160;0.0;33;33;33.0;yes
3;src\main\java\org\apache\hedwig\client\netty\HedwigClientImpl.java;103;867;15;5;4;497;359;1.0;127;359;0.0;334;278;54.0;yes
3;src\main\java\org\apache\hedwig\client\netty\HedwigPublisher.java;133;601;13;5;4;377;224;1.0;153;224;0.0;322;278;57.0;yes
3;src\main\java\org\apache\hedwig\client\netty\HedwigSubscriber.java;386;1659;18;7;4;1041;585;2.0;423;585;1.0;329;278;46.0;yes
3;src\main\java\org\apache\hedwig\client\netty\NetUtils.java;194;225;4;1;2;222;198;0.0;219;198;0.0;51;33;18.0;yes
3;src\main\java\org\apache\hedwig\client\netty\SubscriptionEventEmitter.java;40;50;1;0;1;50;50;0.0;50;50;0.0;33;33;33.0;yes
3;src\main\java\org\apache\hedwig\client\netty\VoidCallbackAdapter.java;37;42;2;1;2;42;25;0.0;42;25;0.0;31;30;17.0;yes
3;src\main\java\org\apache\hedwig\client\netty\impl\AbstractHChannelManager.java;566;624;2;0;1;624;621;1.0;624;621;1.0;38;33;22.0;yes
3;src\main\java\org\apache\hedwig\client\netty\impl\AbstractSubscribeResponseHandler.java;344;427;3;2;1;402;363;1.0;377;363;1.0;20;16;11.0;yes
3;src\main\java\org\apache\hedwig\client\netty\impl\ActiveSubscriber.java;357;385;2;1;1;384;378;1.0;383;378;1.0;18;16;13.0;yes
3;src\main\java\org\apache\hedwig\client\netty\impl\ClientChannelPipelineFactory.java;60;102;4;0;3;87;58;0.0;72;58;0.0;304;278;128.0;yes
3;src\main\java\org\apache\hedwig\client\netty\impl\DefaultServerChannel.java;80;92;1;0;1;92;92;0.0;92;92;0.0;33;33;33.0;yes
3;src\main\java\org\apache\hedwig\client\netty\impl\HChannelHandler.java;253;284;2;0;1;284;261;1.0;284;261;1.0;54;33;30.0;yes
3;src\main\java\org\apache\hedwig\client\netty\impl\HChannelImpl.java;335;371;1;0;1;371;371;1.0;371;371;1.0;33;33;33.0;yes
3;src\main\java\org\apache\hedwig\client\netty\impl\NonSubscriptionChannelPipelineFactory.java;41;47;1;0;1;47;47;0.0;47;47;0.0;33;33;33.0;yes
3;src\main\java\org\apache\hedwig\client\netty\impl\ResubscribeCallback.java;99;116;4;2;1;112;94;0.0;108;94;0.0;37;27;14.0;yes
3;src\main\java\org\apache\hedwig\client\netty\impl\WriteCallback.java;99;171;9;2;4;141;98;0.0;111;98;0.0;320;278;77.0;yes
3;src\main\java\org\apache\hedwig\client\netty\impl\multiplex\MultiplexHChannelManager.java;287;319;3;1;1;319;298;1.0;319;298;1.0;37;27;18.0;yes
3;src\main\java\org\apache\hedwig\client\netty\impl\multiplex\MultiplexSubscribeResponseHandler.java;117;1177;3;1;1;653;622;1.0;129;622;0.0;37;27;18.0;yes
3;src\main\java\org\apache\hedwig\client\netty\impl\multiplex\MultiplexSubscriptionChannelPipelineFactory.java;43;49;1;0;1;49;49;0.0;49;49;0.0;27;27;27.0;yes
3;src\main\java\org\apache\hedwig\client\netty\impl\simple\SimpleHChannelManager.java;326;370;4;2;1;364;308;1.0;358;308;1.0;46;33;17.0;yes
3;src\main\java\org\apache\hedwig\client\netty\impl\simple\SimpleSubscribeResponseHandler.java;249;1271;5;2;1;774;538;2.0;277;538;1.0;60;33;18.0;yes
3;src\main\java\org\apache\hedwig\client\netty\impl\simple\SimpleSubscriptionChannelPipelineFactory.java;43;49;2;0;1;49;46;0.0;49;46;0.0;46;33;25.0;yes
3;src\main\java\org\apache\hedwig\client\netty\package-info.java;88;89;1;0;1;89;89;0.0;89;89;0.0;33;33;33.0;yes
3;src\main\java\org\apache\hedwig\client\ssl\SslClientContextFactory.java;35;41;1;0;1;41;41;0.0;41;41;0.0;278;278;278.0;yes
3;src\main\java\org\apache\hedwig\client\ssl\SslContextFactory.java;54;92;2;0;2;79;65;0.0;66;65;0.0;284;278;225.0;yes
3;src\main\java\org\apache\hedwig\conf\AbstractConfiguration.java;55;65;4;1;3;64;45;0.0;63;45;0.0;298;278;126.0;yes
3;src\main\java\org\apache\hedwig\filter\ClientMessageFilter.java;23;24;1;0;1;24;24;0.0;24;24;0.0;19;19;19.0;yes
3;src\main\java\org\apache\hedwig\filter\MessageFilterBase.java;46;96;2;0;1;73;70;0.0;50;70;0.0;32;25;22.0;yes
3;src\main\java\org\apache\hedwig\filter\PipelineFilter.java;64;90;2;0;1;81;72;0.0;72;72;0.0;32;25;22.0;yes
3;src\main\java\org\apache\hedwig\filter\ServerMessageFilter.java;41;47;1;0;1;47;47;0.0;47;47;0.0;19;19;19.0;yes
3;src\main\java\org\apache\hedwig\util\Callback.java;42;55;2;0;2;51;47;0.0;47;47;0.0;284;278;225.0;yes
3;src\main\java\org\apache\hedwig\util\CallbackUtils.java;156;223;4;0;3;203;185;0.0;183;185;0.0;292;278;139.0;yes
3;src\main\java\org\apache\hedwig\util\ConcurrencyUtils.java;43;49;1;0;1;49;49;0.0;49;49;0.0;278;278;278.0;yes
3;src\main\java\org\apache\hedwig\util\Either.java;41;50;1;0;1;50;50;0.0;50;50;0.0;278;278;278.0;yes
3;src\main\java\org\apache\hedwig\util\FileUtils.java;78;102;2;0;2;100;97;0.0;98;97;0.0;285;278;187.0;yes
3;src\main\java\org\apache\hedwig\util\HedwigSocketAddress.java;124;143;2;1;2;143;138;0.0;143;138;0.0;287;278;158.0;yes
3;src\main\java\org\apache\hedwig\util\Option.java;35;43;1;0;1;43;43;0.0;43;43;0.0;278;278;278.0;yes
3;src\main\java\org\apache\hedwig\util\Pair.java;35;42;1;0;1;42;42;0.0;42;42;0.0;278;278;278.0;yes
3;src\main\java\org\apache\hedwig\util\PathUtils.java;50;62;2;1;2;59;56;0.0;56;56;0.0;287;278;158.0;yes
3;src\main\java\org\apache\hedwig\util\SubscriptionListener.java;41;44;1;0;1;44;44;0.0;44;44;0.0;27;27;27.0;yes
3;src\main\java\org\apache\hedwig\util\VarArgs.java;23;26;1;0;1;26;26;0.0;26;26;0.0;33;33;33.0;yes
3;src\test\java\org\apache\hedwig\client\AppTest.java;47;53;2;0;2;52;51;0.0;51;51;0.0;284;278;225.0;no
3;src\test\java\org\apache\hedwig\util\TestFileUtils.java;35;43;2;0;2;42;41;0.0;41;41;0.0;332;278;179.0;yes
3;src\test\java\org\apache\hedwig\util\TestHedwigSocketAddress.java;90;134;3;0;2;119;104;0.0;104;104;0.0;335;278;176.0;yes
3;src\test\java\org\apache\hedwig\util\TestPathUtils.java;46;58;2;0;2;56;54;0.0;54;54;0.0;332;278;179.0;yes
3;src\main\java\org\apache\hedwig\exceptions\PubSubException.java;219;282;8;2;4;268;162;1.0;254;162;1.0;319;278;69.0;yes
3;src\main\java\org\apache\hedwig\protocol\PubSubProtocol.java;16881;45835;17;4;3;31359;6504;70.0;16883;6095;38.0;253;172;28.0;yes
3;src\main\java\org\apache\hedwig\protoextensions\MapUtils.java;64;74;1;0;1;74;74;0.0;74;74;0.0;1;1;1.0;yes
3;src\main\java\org\apache\hedwig\protoextensions\MessageIdUtils.java;123;157;2;0;2;155;153;0.0;153;153;0.0;284;278;225.0;yes
3;src\main\java\org\apache\hedwig\protoextensions\PubSubResponseUtils.java;59;72;5;1;3;70;43;0.0;68;43;0.0;308;278;78.0;yes
3;src\main\java\org\apache\hedwig\protoextensions\SubscriptionStateUtils.java;87;102;3;0;3;101;59;0.0;100;59;0.0;294;278;157.0;yes
3;src\main\java\org\apache\hedwig\admin\HedwigAdmin.java;493;929;9;4;2;739;397;2.0;549;397;1.0;91;41;16.0;yes
3;src\main\java\org\apache\hedwig\admin\console\HedwigCommands.java;390;443;3;2;1;440;424;1.0;437;424;1.0;44;37;18.0;yes
3;src\main\java\org\apache\hedwig\admin\console\HedwigConsole.java;918;1388;10;5;2;1211;1029;3.0;1034;1029;2.0;110;41;20.0;yes
3;src\main\java\org\apache\hedwig\admin\console\JLineHedwigCompletor.java;89;105;2;0;1;103;92;0.0;101;92;0.0;12;8;8.0;yes
3;src\main\java\org\apache\hedwig\admin\console\ReadTopic.java;320;429;4;2;1;380;357;1.0;331;357;1.0;57;37;19.0;yes
3;src\main\java\org\apache\hedwig\data\MessageFormatter.java;112;123;1;0;1;123;123;0.0;123;123;0.0;15;15;15.0;yes
3;src\main\java\org\apache\hedwig\server\benchmark\AbstractBenchmark.java;80;219;5;2;3;163;104;0.0;107;104;0.0;290;278;116.0;yes
3;src\main\java\org\apache\hedwig\server\benchmark\BookieBenchmark.java;85;197;7;2;4;152;103;0.0;107;103;0.0;302;278;93.0;yes
3;src\main\java\org\apache\hedwig\server\benchmark\BookkeeperBenchmark.java;71;166;6;2;4;130;91;0.0;94;91;0.0;290;278;100.0;yes
3;src\main\java\org\apache\hedwig\server\benchmark\FakeBookie.java;87;201;3;0;2;151;100;0.0;101;100;0.0;287;278;182.0;yes
3;src\main\java\org\apache\hedwig\server\common\ByteStringInterner.java;33;56;2;1;2;47;45;0.0;38;45;0.0;279;278;143.0;yes
3;src\main\java\org\apache\hedwig\server\common\ServerConfiguration.java;523;652;16;6;4;618;289;1.0;584;289;1.0;317;278;37.0;yes
3;src\main\java\org\apache\hedwig\server\common\TerminateJVMExceptionHandler.java;28;40;3;1;3;36;31;0.0;32;31;0.0;292;278;137.0;yes
3;src\main\java\org\apache\hedwig\server\common\TopicOpQueuer.java;94;111;1;0;1;111;111;0.0;111;111;0.0;278;278;278.0;yes
3;src\main\java\org\apache\hedwig\server\common\UnexpectedError.java;30;37;2;0;2;36;35;0.0;35;35;0.0;284;278;225.0;yes
3;src\main\java\org\apache\hedwig\server\delivery\ChannelEndPoint.java;73;90;3;2;3;90;81;0.0;90;81;0.0;288;278;106.0;yes
3;src\main\java\org\apache\hedwig\server\delivery\DeliveryCallback.java;23;27;1;0;1;27;27;0.0;27;27;0.0;278;278;278.0;yes
3;src\main\java\org\apache\hedwig\server\delivery\DeliveryEndPoint.java;23;28;1;0;1;28;28;0.0;28;28;0.0;278;278;278.0;yes
3;src\main\java\org\apache\hedwig\server\delivery\DeliveryManager.java;86;110;9;3;3;101;29;0.0;92;29;0.0;307;278;64.0;yes
3;src\main\java\org\apache\hedwig\server\delivery\FIFODeliveryManager.java;761;1295;21;9;4;1091;561;2.0;887;561;2.0;333;278;39.0;yes
3;src\main\java\org\apache\hedwig\server\handlers\BaseHandler.java;57;99;3;0;3;83;64;0.0;67;64;0.0;291;278;156.0;yes
3;src\main\java\org\apache\hedwig\server\handlers\ChannelDisconnectListener.java;26;31;2;0;2;30;29;0.0;29;29;0.0;284;278;225.0;yes
3;src\main\java\org\apache\hedwig\server\handlers\CloseSubscriptionHandler.java;96;105;1;0;1;105;105;0.0;105;105;0.0;16;16;16.0;yes
3;src\main\java\org\apache\hedwig\server\handlers\ConsumeHandler.java;61;74;3;0;3;73;64;0.0;72;64;0.0;291;278;156.0;yes
3;src\main\java\org\apache\hedwig\server\handlers\Handler.java;33;43;2;0;2;40;37;0.0;37;37;0.0;284;278;225.0;yes
3;src\main\java\org\apache\hedwig\server\handlers\NettyHandlerBean.java;38;67;3;1;1;57;51;0.0;47;51;0.0;50;37;21.0;yes
3;src\main\java\org\apache\hedwig\server\handlers\NettyHandlerMXBean.java;27;31;1;0;1;31;31;0.0;31;31;0.0;17;17;17.0;yes
3;src\main\java\org\apache\hedwig\server\handlers\PublishHandler.java;80;127;6;2;4;109;68;0.0;91;68;0.0;295;278;89.0;yes
3;src\main\java\org\apache\hedwig\server\handlers\SubscribeHandler.java;203;521;13;3;4;373;153;1.0;225;153;1.0;319;278;56.0;yes
3;src\main\java\org\apache\hedwig\server\handlers\SubscriptionChannelManager.java;195;252;3;0;2;233;153;1.0;214;153;0.0;30;27;13.0;yes
3;src\main\java\org\apache\hedwig\server\handlers\UnsubscribeHandler.java;97;131;6;2;4;120;72;0.0;109;72;0.0;298;278;87.0;yes
3;src\main\java\org\apache\hedwig\server\jmx\HedwigJMXService.java;34;37;1;0;1;37;37;0.0;37;37;0.0;5;5;5.0;yes
3;src\main\java\org\apache\hedwig\server\jmx\HedwigMBeanInfo.java;24;27;1;0;1;27;27;0.0;27;27;0.0;5;5;5.0;yes
3;src\main\java\org\apache\hedwig\server\jmx\HedwigMBeanRegistry.java;38;48;1;0;1;48;48;0.0;48;48;0.0;5;5;5.0;yes
3;src\main\java\org\apache\hedwig\server\meta\FactoryLayout.java;146;166;2;1;1;166;149;0.0;166;149;0.0;30;27;18.0;yes
3;src\main\java\org\apache\hedwig\server\meta\MetadataManagerFactory.java;195;269;4;1;1;241;163;1.0;213;163;0.0;42;27;16.0;yes
3;src\main\java\org\apache\hedwig\server\meta\MsMetadataManagerFactory.java;771;866;1;0;1;866;866;2.0;866;866;2.0;5;5;5.0;yes
