Release ; Filename ; Size ; LocTouched ; NR  ; NFix ; NAuth  ; LocAdded ; MaxLocAdded ; AvgLocAdded ; Churn ; MaxChurn ; AvgChurn ; ChgSetSize ; MaxChgSetSize ; AvgChgSetSize ; Bugginess
5;src\main\java\org\apache\hedwig\filter\ServerMessageFilter.java;41;47;1;0;1;47;47;0.0;47;47;0.0;19;19;19.0;yes
5;src\main\java\org\apache\hedwig\util\Callback.java;42;55;2;0;2;51;47;0.0;47;47;0.0;284;278;225.0;yes
5;src\main\java\org\apache\hedwig\util\CallbackUtils.java;156;223;4;0;3;203;185;0.0;183;185;0.0;292;278;139.0;yes
5;src\main\java\org\apache\hedwig\util\ConcurrencyUtils.java;43;49;1;0;1;49;49;0.0;49;49;0.0;278;278;278.0;yes
5;src\main\java\org\apache\hedwig\util\Either.java;41;50;1;0;1;50;50;0.0;50;50;0.0;278;278;278.0;yes
5;src\main\java\org\apache\hedwig\util\FileUtils.java;78;102;2;0;2;100;97;0.0;98;97;0.0;285;278;187.0;yes
5;src\main\java\org\apache\hedwig\util\HedwigSocketAddress.java;124;143;2;1;2;143;138;0.0;143;138;0.0;287;278;158.0;yes
5;src\main\java\org\apache\hedwig\util\Option.java;35;43;1;0;1;43;43;0.0;43;43;0.0;278;278;278.0;yes
5;src\main\java\org\apache\hedwig\util\Pair.java;35;42;1;0;1;42;42;0.0;42;42;0.0;278;278;278.0;yes
5;src\main\java\org\apache\hedwig\util\PathUtils.java;50;62;2;1;2;59;56;0.0;56;56;0.0;287;278;158.0;yes
5;src\main\java\org\apache\hedwig\util\SubscriptionListener.java;41;44;1;0;1;44;44;0.0;44;44;0.0;27;27;27.0;yes
5;src\main\java\org\apache\hedwig\util\VarArgs.java;23;26;1;0;1;26;26;0.0;26;26;0.0;33;33;33.0;yes
5;src\test\java\org\apache\hedwig\client\AppTest.java;47;53;2;0;2;52;51;0.0;51;51;0.0;284;278;225.0;no
5;src\test\java\org\apache\hedwig\util\TestFileUtils.java;35;43;2;0;2;42;41;0.0;41;41;0.0;332;278;179.0;yes
5;src\test\java\org\apache\hedwig\util\TestHedwigSocketAddress.java;90;134;3;0;2;119;104;0.0;104;104;0.0;335;278;176.0;yes
5;src\test\java\org\apache\hedwig\util\TestPathUtils.java;46;58;2;0;2;56;54;0.0;54;54;0.0;332;278;179.0;yes
5;src\main\java\org\apache\hedwig\exceptions\PubSubException.java;219;282;8;2;4;268;162;1.0;254;162;1.0;319;278;69.0;yes
5;src\main\java\org\apache\hedwig\protocol\PubSubProtocol.java;16881;45835;17;4;3;31359;6504;65.0;16883;6095;35.0;253;172;28.0;yes
5;src\main\java\org\apache\hedwig\protoextensions\MapUtils.java;64;74;1;0;1;74;74;0.0;74;74;0.0;1;1;1.0;yes
5;src\main\java\org\apache\hedwig\protoextensions\MessageIdUtils.java;123;157;2;0;2;155;153;0.0;153;153;0.0;284;278;225.0;yes
5;src\main\java\org\apache\hedwig\protoextensions\PubSubResponseUtils.java;59;72;5;1;3;70;43;0.0;68;43;0.0;308;278;78.0;yes
5;src\main\java\org\apache\hedwig\protoextensions\SubscriptionStateUtils.java;87;102;3;0;3;101;59;0.0;100;59;0.0;294;278;157.0;yes
5;src\main\java\org\apache\hedwig\admin\HedwigAdmin.java;494;934;10;4;3;742;397;2.0;550;397;1.0;114;44;19.0;yes
5;src\main\java\org\apache\hedwig\admin\console\HedwigCommands.java;390;443;3;2;1;440;424;1.0;437;424;1.0;44;37;18.0;yes
5;src\main\java\org\apache\hedwig\admin\console\HedwigConsole.java;923;1399;12;6;3;1219;1029;3.0;1039;1029;2.0;156;44;23.0;yes
5;src\main\java\org\apache\hedwig\admin\console\JLineHedwigCompletor.java;92;120;3;1;2;112;92;0.0;104;92;0.0;48;41;19.0;yes
5;src\main\java\org\apache\hedwig\admin\console\ReadTopic.java;321;432;5;2;2;382;357;1.0;332;357;1.0;90;44;24.0;yes
5;src\main\java\org\apache\hedwig\data\MessageFormatter.java;112;123;1;0;1;123;123;0.0;123;123;0.0;15;15;15.0;yes
5;src\main\java\org\apache\hedwig\server\benchmark\AbstractBenchmark.java;80;219;5;2;3;163;104;0.0;107;104;0.0;290;278;116.0;yes
5;src\main\java\org\apache\hedwig\server\benchmark\BookieBenchmark.java;85;197;7;2;4;152;103;0.0;107;103;0.0;302;278;93.0;yes
5;src\main\java\org\apache\hedwig\server\benchmark\BookkeeperBenchmark.java;72;169;7;2;5;132;91;0.0;95;91;0.0;312;278;92.0;yes
5;src\main\java\org\apache\hedwig\server\benchmark\FakeBookie.java;87;205;4;1;3;153;100;0.0;101;100;0.0;312;278;147.0;yes
5;src\main\java\org\apache\hedwig\server\common\ByteStringInterner.java;33;56;2;1;2;47;45;0.0;38;45;0.0;279;278;143.0;yes
5;src\main\java\org\apache\hedwig\server\common\ServerConfiguration.java;563;698;19;7;4;663;289;1.0;628;289;1.0;339;278;34.0;yes
5;src\main\java\org\apache\hedwig\server\common\TerminateJVMExceptionHandler.java;28;40;3;1;3;36;31;0.0;32;31;0.0;292;278;137.0;yes
5;src\main\java\org\apache\hedwig\server\common\TopicOpQueuer.java;94;111;1;0;1;111;111;0.0;111;111;0.0;278;278;278.0;yes
5;src\main\java\org\apache\hedwig\server\common\UnexpectedError.java;30;37;2;0;2;36;35;0.0;35;35;0.0;284;278;225.0;yes
5;src\main\java\org\apache\hedwig\server\delivery\ChannelEndPoint.java;73;90;3;2;3;90;81;0.0;90;81;0.0;288;278;106.0;yes
5;src\main\java\org\apache\hedwig\server\delivery\DeliveryCallback.java;23;27;1;0;1;27;27;0.0;27;27;0.0;278;278;278.0;yes
5;src\main\java\org\apache\hedwig\server\delivery\DeliveryEndPoint.java;23;28;1;0;1;28;28;0.0;28;28;0.0;278;278;278.0;yes
5;src\main\java\org\apache\hedwig\server\delivery\DeliveryManager.java;86;110;9;3;3;101;29;0.0;92;29;0.0;307;278;64.0;yes
5;src\main\java\org\apache\hedwig\server\delivery\FIFODeliveryManager.java;821;1646;24;10;4;1302;561;3.0;958;561;2.0;335;278;35.0;yes
5;src\main\java\org\apache\hedwig\server\handlers\BaseHandler.java;57;99;3;0;3;83;64;0.0;67;64;0.0;291;278;156.0;yes
5;src\main\java\org\apache\hedwig\server\handlers\ChannelDisconnectListener.java;26;31;2;0;2;30;29;0.0;29;29;0.0;284;278;225.0;yes
5;src\main\java\org\apache\hedwig\server\handlers\CloseSubscriptionHandler.java;96;105;1;0;1;105;105;0.0;105;105;0.0;16;16;16.0;yes
5;src\main\java\org\apache\hedwig\server\handlers\ConsumeHandler.java;61;74;3;0;3;73;64;0.0;72;64;0.0;291;278;156.0;yes
5;src\main\java\org\apache\hedwig\server\handlers\Handler.java;33;43;2;0;2;40;37;0.0;37;37;0.0;284;278;225.0;yes
5;src\main\java\org\apache\hedwig\server\handlers\NettyHandlerBean.java;38;67;3;1;1;57;51;0.0;47;51;0.0;50;37;21.0;yes
5;src\main\java\org\apache\hedwig\server\handlers\NettyHandlerMXBean.java;27;31;1;0;1;31;31;0.0;31;31;0.0;17;17;17.0;yes
5;src\main\java\org\apache\hedwig\server\handlers\PublishHandler.java;80;127;6;2;4;109;68;0.0;91;68;0.0;295;278;89.0;yes
5;src\main\java\org\apache\hedwig\server\handlers\SubscribeHandler.java;203;521;13;3;4;373;153;1.0;225;153;0.0;319;278;56.0;yes
5;src\main\java\org\apache\hedwig\server\handlers\SubscriptionChannelManager.java;195;252;3;0;2;233;153;0.0;214;153;0.0;30;27;13.0;yes
5;src\main\java\org\apache\hedwig\server\handlers\UnsubscribeHandler.java;97;131;6;2;4;120;72;0.0;109;72;0.0;298;278;87.0;yes
5;src\main\java\org\apache\hedwig\server\jmx\HedwigJMXService.java;34;37;1;0;1;37;37;0.0;37;37;0.0;5;5;5.0;yes
5;src\main\java\org\apache\hedwig\server\jmx\HedwigMBeanInfo.java;24;27;1;0;1;27;27;0.0;27;27;0.0;5;5;5.0;yes
5;src\main\java\org\apache\hedwig\server\jmx\HedwigMBeanRegistry.java;38;48;1;0;1;48;48;0.0;48;48;0.0;5;5;5.0;yes
5;src\main\java\org\apache\hedwig\server\meta\FactoryLayout.java;147;171;3;1;2;169;149;0.0;167;149;0.0;67;44;27.0;yes
5;src\main\java\org\apache\hedwig\server\meta\MetadataManagerFactory.java;195;269;4;1;1;241;163;1.0;213;163;0.0;42;27;16.0;yes
5;src\main\java\org\apache\hedwig\server\meta\MsMetadataManagerFactory.java;772;877;2;0;2;872;866;2.0;867;866;2.0;47;44;25.0;yes
5;src\main\java\org\apache\hedwig\server\meta\SubscriptionDataManager.java;148;221;3;0;1;190;118;0.0;159;118;0.0;41;27;19.0;yes
5;src\main\java\org\apache\hedwig\server\meta\TopicOwnershipManager.java;93;108;2;1;1;104;100;0.0;100;100;0.0;28;21;17.0;yes
5;src\main\java\org\apache\hedwig\server\meta\TopicPersistenceManager.java;88;104;2;1;1;100;96;0.0;96;96;0.0;34;27;20.0;yes
5;src\main\java\org\apache\hedwig\server\meta\ZkMetadataManagerFactory.java;766;964;9;3;3;903;559;2.0;842;559;2.0;117;44;21.0;yes
5;src\main\java\org\apache\hedwig\server\netty\PubSubServer.java;462;689;19;6;4;607;364;1.0;525;364;1.0;347;278;43.0;yes
5;src\main\java\org\apache\hedwig\server\netty\PubSubServerBean.java;66;85;2;1;1;84;77;0.0;83;77;0.0;17;17;11.0;yes
5;src\main\java\org\apache\hedwig\server\netty\PubSubServerMXBean.java;52;63;1;0;1;63;63;0.0;63;63;0.0;17;17;17.0;yes
5;src\main\java\org\apache\hedwig\server\netty\PubSubServerPipelineFactory.java;67;80;2;0;2;78;76;0.0;76;76;0.0;284;278;225.0;yes
5;src\main\java\org\apache\hedwig\server\netty\ServerStats.java;170;217;4;3;2;215;190;0.0;213;190;0.0;55;37;23.0;yes
5;src\main\java\org\apache\hedwig\server\netty\UmbrellaHandler.java;135;199;7;1;4;177;158;0.0;155;158;0.0;328;278;93.0;yes
5;src\main\java\org\apache\hedwig\server\persistence\BookkeeperPersistenceManager.java;1101;2317;18;8;5;1790;736;4.0;1263;736;3.0;333;278;43.0;yes
5;src\main\java\org\apache\hedwig\server\persistence\CacheKey.java;64;78;2;0;2;76;74;0.0;74;74;0.0;284;278;225.0;yes
5;src\main\java\org\apache\hedwig\server\persistence\CacheValue.java;83;131;5;0;4;116;93;0.0;101;93;0.0;298;278;119.0;yes
5;src\main\java\org\apache\hedwig\server\persistence\CancelScanRequest.java;24;27;1;0;1;27;27;0.0;27;27;0.0;7;7;7.0;yes
5;src\main\java\org\apache\hedwig\server\persistence\Factory.java;21;22;1;0;1;22;22;0.0;22;22;0.0;278;278;278.0;yes
5;src\main\java\org\apache\hedwig\server\persistence\LocalDBPersistenceManager.java;416;539;9;1;5;515;426;1.0;491;426;1.0;330;278;83.0;yes
5;src\main\java\org\apache\hedwig\server\persistence\MapMethods.java;49;62;1;0;1;62;62;0.0;62;62;0.0;278;278;278.0;yes
5;src\main\java\org\apache\hedwig\server\persistence\PersistRequest.java;51;67;3;0;3;63;58;0.0;59;58;0.0;286;278;160.0;yes
5;src\main\java\org\apache\hedwig\server\persistence\PersistenceManager.java;89;109;4;0;3;104;91;0.0;99;91;0.0;296;278;126.0;yes
5;src\main\java\org\apache\hedwig\server\persistence\PersistenceManagerWithRangeScan.java;26;29;2;0;2;28;27;0.0;27;27;0.0;284;278;225.0;yes
5;src\main\java\org\apache\hedwig\server\persistence\RangeScanRequest.java;67;81;2;0;2;79;77;0.0;77;77;0.0;284;278;225.0;yes
5;src\main\java\org\apache\hedwig\server\persistence\ReadAheadCache.java;708;1324;14;6;4;1086;703;2.0;848;703;2.0;314;278;54.0;yes
5;src\main\java\org\apache\hedwig\server\persistence\ReadAheadCacheBean.java;53;68;3;2;1;66;64;0.0;64;64;0.0;21;17;10.0;yes
5;src\main\java\org\apache\hedwig\server\persistence\ReadAheadCacheMXBean.java;39;45;1;0;1;45;45;0.0;45;45;0.0;17;17;17.0;yes
5;src\main\java\org\apache\hedwig\server\persistence\ScanCallback.java;55;71;2;0;2;67;63;0.0;63;63;0.0;284;278;225.0;yes
5;src\main\java\org\apache\hedwig\server\persistence\ScanCallbackWithContext.java;47;54;2;0;2;54;37;0.0;54;37;0.0;280;278;143.0;yes
5;src\main\java\org\apache\hedwig\server\persistence\ScanRequest.java;56;66;2;0;2;65;64;0.0;64;64;0.0;284;278;225.0;yes
5;src\main\java\org\apache\hedwig\server\proxy\ChannelTracker.java;104;140;3;0;3;136;124;0.0;132;124;0.0;295;278;159.0;yes
5;src\main\java\org\apache\hedwig\server\proxy\HedwigProxy.java;153;213;8;2;3;195;159;0.0;177;159;0.0;307;278;82.0;yes
5;src\main\java\org\apache\hedwig\server\proxy\ProxyCloseSubscriptionHandler.java;59;70;1;0;1;70;70;0.0;70;70;0.0;27;27;27.0;yes
5;src\main\java\org\apache\hedwig\server\proxy\ProxyConfiguration.java;30;50;3;1;3;43;36;0.0;36;36;0.0;291;278;162.0;yes
5;src\main\java\org\apache\hedwig\server\proxy\ProxyConsumeHandler.java;49;62;2;0;2;60;57;0.0;58;57;0.0;285;278;187.0;yes
5;src\main\java\org\apache\hedwig\server\proxy\ProxyPublishHander.java;52;62;1;0;1;62;62;0.0;62;62;0.0;278;278;278.0;yes
5;src\main\java\org\apache\hedwig\server\proxy\ProxyStartDeliveryHandler.java;110;160;5;1;3;146;129;0.0;132;129;0.0;289;278;117.0;yes
5;src\main\java\org\apache\hedwig\server\proxy\ProxyStopDeliveryHandler.java;63;80;3;1;3;77;73;0.0;74;73;0.0;285;278;128.0;yes
5;src\main\java\org\apache\hedwig\server\proxy\ProxySubscribeHandler.java;75;96;4;1;3;91;82;0.0;86;82;0.0;312;278;147.0;yes
5;src\main\java\org\apache\hedwig\server\proxy\ProxyUnsubscribeHandler.java;61;74;1;0;1;74;74;0.0;74;74;0.0;278;278;278.0;yes
5;src\main\java\org\apache\hedwig\server\regions\HedwigHubClient.java;42;52;2;0;2;50;48;0.0;48;48;0.0;281;278;154.0;yes
5;src\main\java\org\apache\hedwig\server\regions\HedwigHubClientFactory.java;67;88;3;1;3;81;60;0.0;74;60;0.0;287;278;152.0;yes
5;src\main\java\org\apache\hedwig\server\regions\HedwigHubSubscriber.java;76;102;4;0;3;94;70;0.0;86;70;0.0;287;278;127.0;yes
5;src\main\java\org\apache\hedwig\server\regions\RegionManager.java;333;599;9;3;4;477;241;1.0;355;180;1.0;306;278;78.0;yes
5;src\main\java\org\apache\hedwig\server\ssl\SslServerContextFactory.java;44;53;1;0;1;53;53;0.0;53;53;0.0;278;278;278.0;yes
5;src\main\java\org\apache\hedwig\server\subscriptions\AbstractSubscriptionManager.java;711;1152;19;7;4;978;450;2.0;804;450;2.0;331;278;42.0;yes
5;src\main\java\org\apache\hedwig\server\subscriptions\AllToAllTopologyFilter.java;66;91;3;0;2;83;39;0.0;75;39;0.0;288;278;107.0;yes
5;src\main\java\org\apache\hedwig\server\subscriptions\InMemorySubscriptionManager.java;108;167;7;2;4;146;78;0.0;125;78;0.0;295;278;73.0;yes
5;src\main\java\org\apache\hedwig\server\subscriptions\InMemorySubscriptionState.java;181;236;9;3;4;218;81;0.0;200;77;0.0;302;278;61.0;yes
5;src\main\java\org\apache\hedwig\server\subscriptions\MMSubscriptionManager.java;121;188;4;0;1;161;82;0.0;134;82;0.0;57;27;21.0;yes
5;src\main\java\org\apache\hedwig\server\subscriptions\SubscriptionEventListener.java;52;65;2;0;2;61;57;0.0;57;57;0.0;284;278;225.0;yes
5;src\main\java\org\apache\hedwig\server\subscriptions\SubscriptionManager.java;114;143;5;1;3;133;104;0.0;123;104;0.0;294;278;101.0;yes
5;src\main\java\org\apache\hedwig\server\topics\AbstractTopicManager.java;228;340;7;2;4;303;187;1.0;266;187;1.0;302;278;88.0;yes
5;src\main\java\org\apache\hedwig\server\topics\HubInfo.java;142;162;1;0;1;162;162;0.0;162;162;0.0;21;21;21.0;yes
5;src\main\java\org\apache\hedwig\server\topics\HubLoad.java;112;132;2;0;1;131;130;0.0;130;130;0.0;24;21;15.0;yes
5;src\main\java\org\apache\hedwig\server\topics\HubServerManager.java;95;108;1;0;1;108;108;0.0;108;108;0.0;21;21;21.0;yes
5;src\main\java\org\apache\hedwig\server\topics\MMTopicManager.java;325;358;3;1;1;356;353;1.0;354;353;1.0;34;21;15.0;yes
5;src\main\java\org\apache\hedwig\server\topics\TopicManager.java;80;100;4;1;3;94;75;0.0;88;75;0.0;288;278;119.0;yes
5;src\main\java\org\apache\hedwig\server\topics\TopicOwnershipChangeListener.java;24;28;1;0;1;28;28;0.0;28;28;0.0;278;278;278.0;yes
5;src\main\java\org\apache\hedwig\server\topics\TrivialOwnAllTopicManager.java;49;64;4;1;3;61;52;0.0;58;52;0.0;288;278;119.0;yes
5;src\main\java\org\apache\hedwig\server\topics\ZkHubServerManager.java;281;326;3;0;3;317;310;1.0;308;310;1.0;87;44;35.0;yes
5;src\main\java\org\apache\hedwig\server\topics\ZkTopicManager.java;303;875;8;2;4;609;428;1.0;343;428;1.0;326;278;84.0;yes
5;src\main\java\org\apache\hedwig\zookeeper\SafeAsynBKCallback.java;79;164;2;0;2;134;104;0.0;104;104;0.0;284;278;225.0;yes
5;src\main\java\org\apache\hedwig\zookeeper\SafeAsyncCallback.java;30;37;2;1;2;36;35;0.0;35;35;0.0;287;278;158.0;yes
5;src\main\java\org\apache\hedwig\zookeeper\SafeAsyncZKCallback.java;84;100;2;0;2;99;98;0.0;98;98;0.0;284;278;225.0;yes
5;src\main\java\org\apache\hedwig\zookeeper\ZkUtils.java;99;149;5;1;4;133;78;0.0;117;78;0.0;322;278;123.0;yes
5;src\test\java\org\apache\hedwig\HelperMethods.java;51;62;2;0;2;60;57;0.0;58;57;0.0;284;278;225.0;yes
5;src\test\java\org\apache\hedwig\StubCallback.java;42;51;1;0;1;51;51;0.0;51;51;0.0;278;278;278.0;yes
5;src\test\java\org\apache\hedwig\StubScanCallback.java;47;57;1;0;1;57;57;0.0;57;57;0.0;278;278;278.0;yes
5;src\test\java\org\apache\hedwig\client\TestPubSubClient.java;619;819;13;3;4;763;230;2.0;707;230;1.0;385;278;60.0;yes
5;src\test\java\org\apache\hedwig\client\TestSubAfterCloseSub.java;182;331;5;4;3;268;194;1.0;205;194;0.0;58;41;14.0;yes
5;src\test\java\org\apache\hedwig\client\netty\TestMultiplexing.java;384;474;5;2;3;456;431;1.0;438;431;1.0;134;79;38.0;yes
5;src\test\java\org\apache\hedwig\server\HedwigHubTestBase.java;162;260;9;6;4;228;133;0.0;196;133;0.0;314;278;72.0;yes
5;src\test\java\org\apache\hedwig\server\HedwigRegionTestBase.java;250;371;10;4;4;329;221;1.0;287;221;1.0;328;278;71.0;yes
5;src\test\java\org\apache\hedwig\server\LoggingExceptionHandler.java;31;35;1;0;1;35;35;0.0;35;35;0.0;12;12;12.0;yes
5;src\test\java\org\apache\hedwig\server\PubSubServerStandAloneTestBase.java;84;133;7;4;4;118;61;0.0;103;61;0.0;325;278;71.0;yes
5;src\test\java\org\apache\hedwig\server\TestBackwardCompat.java;1022;1313;9;4;3;1260;679;3.0;1207;679;3.0;145;79;25.0;yes
5;src\test\java\org\apache\hedwig\server\TestPubSubServerStartup.java;116;165;7;3;3;152;128;0.0;139;128;0.0;255;172;61.0;yes
5;src\test\java\org\apache\hedwig\server\delivery\StubDeliveryManager.java;78;136;9;3;3;113;65;0.0;90;65;0.0;307;278;64.0;yes
5;src\test\java\org\apache\hedwig\server\delivery\TestFIFODeliveryManager.java;266;360;3;1;2;329;197;1.0;298;197;1.0;15;13;7.0;yes
5;src\test\java\org\apache\hedwig\server\delivery\TestThrottlingDelivery.java;206;301;8;4;3;272;207;1.0;243;207;1.0;139;79;27.0;yes
5;src\test\java\org\apache\hedwig\server\filter\TestMessageFilter.java;363;523;5;2;3;469;320;1.0;415;320;1.0;135;79;39.0;yes
5;src\test\java\org\apache\hedwig\server\handlers\TestBaseHandler.java;90;122;2;0;2;119;116;0.0;116;116;0.0;332;278;179.0;yes
5;src\test\java\org\apache\hedwig\server\handlers\TestSubUnsubHandler.java;149;228;8;0;3;203;166;0.0;178;166;0.0;355;278;79.0;yes
5;src\test\java\org\apache\hedwig\server\integration\TestHedwigHub.java;705;1058;11;6;4;918;692;2.0;778;692;2.0;336;278;60.0;yes
5;src\test\java\org\apache\hedwig\server\integration\TestHedwigHubProxy.java;33;36;1;0;1;36;36;0.0;36;36;0.0;12;12;12.0;yes
5;src\test\java\org\apache\hedwig\server\integration\TestHedwigHubRegular.java;33;36;1;0;1;36;36;0.0;36;36;0.0;12;12;12.0;yes
5;src\test\java\org\apache\hedwig\server\integration\TestHedwigHubSSL.java;33;36;1;0;1;36;36;0.0;36;36;0.0;12;12;12.0;yes
5;src\test\java\org\apache\hedwig\server\integration\TestHedwigRegion.java;267;371;10;4;4;337;172;1.0;303;172;1.0;362;278;68.0;yes
5;src\test\java\org\apache\hedwig\server\meta\MetadataManagerFactoryTestCase.java;68;81;2;0;1;80;75;0.0;79;75;0.0;29;27;16.0;yes
5;src\test\java\org\apache\hedwig\server\meta\TestFactoryLayout.java;72;88;2;0;2;86;84;0.0;84;84;0.0;98;79;53.0;yes
5;src\test\java\org\apache\hedwig\server\meta\TestMetadataManager.java;308;481;6;1;2;423;237;1.0;365;237;1.0;121;79;28.0;yes
5;src\test\java\org\apache\hedwig\server\meta\TestMetadataManagerFactory.java;260;314;5;1;2;310;291;1.0;306;291;1.0;109;79;29.0;yes
5;src\test\java\org\apache\hedwig\server\netty\TestPubSubServer.java;224;325;8;4;4;294;260;1.0;263;260;1.0;354;278;81.0;yes
5;src\test\java\org\apache\hedwig\server\netty\TestServerStats.java;36;83;6;3;2;74;26;0.0;65;26;0.0;96;79;21.0;yes
5;src\test\java\org\apache\hedwig\server\netty\WriteRecordingChannel.java;139;170;1;0;1;170;170;0.0;170;170;0.0;278;278;278.0;yes
5;src\test\java\org\apache\hedwig\server\persistence\BookKeeperTestBase.java;221;370;16;7;3;316;126;1.0;262;126;1.0;355;278;49.0;yes
5;src\test\java\org\apache\hedwig\server\persistence\MessageBoundedPersistenceTest.java;235;310;5;2;3;299;241;1.0;288;241;1.0;143;79;40.0;yes
5;src\test\java\org\apache\hedwig\server\persistence\StubPersistenceManager.java;114;149;6;1;4;143;112;0.0;137;112;0.0;298;278;90.0;yes
5;src\test\java\org\apache\hedwig\server\persistence\StubScanCallback.java;39;62;2;0;2;55;48;0.0;48;48;0.0;284;278;225.0;yes
5;src\test\java\org\apache\hedwig\server\persistence\TestBookKeeperPersistenceManager.java;697;863;9;5;3;832;341;2.0;801;334;2.0;125;79;19.0;yes
5;src\test\java\org\apache\hedwig\server\persistence\TestBookKeeperPersistenceManagerBlackBox.java;71;96;3;0;3;91;76;0.0;86;76;0.0;295;278;159.0;yes
5;src\test\java\org\apache\hedwig\server\persistence\TestBookkeeperPersistenceManagerWhiteBox.java;306;393;7;1;4;376;219;1.0;359;214;1.0;343;278;85.0;yes
5;src\test\java\org\apache\hedwig\server\persistence\TestDeadlock.java;244;338;6;4;3;307;272;1.0;276;272;1.0;125;79;30.0;yes
5;src\test\java\org\apache\hedwig\server\persistence\TestLocalDBPersistenceManagerBlackBox.java;44;53;1;0;1;53;53;0.0;53;53;0.0;278;278;278.0;yes
5;src\test\java\org\apache\hedwig\server\persistence\TestPersistenceManagerBlackBox.java;246;324;6;0;4;316;305;1.0;308;305;1.0;345;278;114.0;yes
5;src\test\java\org\apache\hedwig\server\persistence\TestReadAheadCacheBlackBox.java;46;54;1;0;1;54;54;0.0;54;54;0.0;278;278;278.0;yes
5;src\test\java\org\apache\hedwig\server\persistence\TestReadAheadCacheWhiteBox.java;253;384;6;2;4;346;268;1.0;308;268;1.0;339;278;95.0;yes
5;src\test\java\org\apache\hedwig\server\subscriptions\StubSubscriptionManager.java;48;63;4;0;3;59;52;0.0;55;52;0.0;291;278;126.0;yes
5;src\test\java\org\apache\hedwig\server\subscriptions\TestMMSubscriptionManager.java;179;304;9;2;4;261;206;1.0;218;206;0.0;351;278;69.0;yes
5;src\test\java\org\apache\hedwig\server\subscriptions\TestUpdateSubscriptionState.java;221;266;4;2;3;259;246;1.0;252;246;1.0;121;79;41.0;yes
5;src\test\java\org\apache\hedwig\server\topics\StubTopicManager.java;54;70;3;0;3;67;64;0.0;64;64;0.0;287;278;154.0;yes
5;src\test\java\org\apache\hedwig\server\topics\TestConcurrentTopicAcquisition.java;195;220;4;2;3;215;206;0.0;210;206;0.0;112;79;39.0;yes
5;src\test\java\org\apache\hedwig\server\topics\TestHubInfo.java;52;64;2;0;2;63;62;0.0;62;62;0.0;93;79;50.0;yes
5;src\test\java\org\apache\hedwig\server\topics\TestHubLoad.java;51;62;2;0;2;61;60;0.0;60;60;0.0;93;79;50.0;yes
5;src\test\java\org\apache\hedwig\server\topics\TestMMTopicManager.java;298;369;3;0;2;363;321;1.0;357;321;1.0;99;79;38.0;yes
5;src\test\java\org\apache\hedwig\server\topics\TestZkTopicManager.java;316;404;7;1;3;390;311;1.0;376;311;1.0;346;278;94.0;yes
5;src\test\java\org\apache\hedwig\zookeeper\TestZkUtils.java;37;49;2;0;2;48;47;0.0;47;47;0.0;332;278;179.0;yes
5;src\test\java\org\apache\hedwig\zookeeper\ZooKeeperTestBase.java;80;96;3;1;3;95;92;0.0;94;92;0.0;300;278;160.0;yes
6;src\main\java\org\apache\bookkeeper\benchmark\BenchThroughputLatency.java;399;654;8;1;4;559;425;1.0;464;425;1.0;69;44;13.0;yes
6;src\main\java\org\apache\bookkeeper\benchmark\MySqlClient.java;121;342;5;0;3;240;137;0.0;138;137;0.0;310;278;119.0;no
6;src\main\java\org\apache\bookkeeper\bookie\BookieException.java;131;229;8;1;5;193;81;0.0;157;81;0.0;335;278;81.0;no
6;src\main\java\org\apache\bookkeeper\bookie\BufferedChannel.java;170;225;6;2;3;209;168;0.0;193;168;0.0;289;278;87.0;no
6;src\main\java\org\apache\bookkeeper\bookie\ExitCode.java;38;40;1;0;1;40;40;0.0;40;40;0.0;7;7;7.0;no
6;src\main\java\org\apache\bookkeeper\bookie\FileSystemUpgrade.java;352;462;8;3;4;429;228;1.0;396;211;1.0;84;44;16.0;no
6;src\main\java\org\apache\bookkeeper\bookie\GarbageCollector.java;46;51;1;0;1;51;51;0.0;51;51;0.0;23;23;23.0;no
6;src\main\java\org\apache\bookkeeper\bookie\HandleFactory.java;28;32;1;0;1;32;32;0.0;32;32;0.0;7;7;7.0;no
6;src\main\java\org\apache\bookkeeper\bookie\HandleFactoryImpl.java;59;82;2;0;1;74;69;0.0;66;69;0.0;11;10;9.0;no
6;src\main\java\org\apache\bookkeeper\bookie\JournalChannel.java;138;224;8;5;3;214;157;0.0;204;157;0.0;61;44;12.0;no
6;src\main\java\org\apache\bookkeeper\bookie\LedgerDescriptorImpl.java;73;157;3;1;1;122;113;0.0;87;113;0.0;17;13;10.0;no
6;src\main\java\org\apache\bookkeeper\bookie\LedgerDescriptorReadOnlyImpl.java;47;60;3;1;1;56;53;0.0;52;53;0.0;17;13;10.0;no
6;src\main\java\org\apache\bookkeeper\bookie\MarkerFileChannel.java;124;147;2;0;1;147;147;0.0;147;147;0.0;279;278;169.0;no
6;src\main\java\org\apache\bookkeeper\bookie\ReadOnlyEntryLogger.java;49;60;2;0;1;59;58;0.0;58;58;0.0;26;16;16.0;no
6;src\main\java\org\apache\bookkeeper\bookie\ReadOnlyFileInfo.java;38;44;1;0;1;44;44;0.0;44;44;0.0;15;15;15.0;no
6;src\main\java\org\apache\bookkeeper\client\BKException.java;313;404;12;3;3;391;249;1.0;378;249;1.0;330;278;54.0;no
